content,score
Pak guru saya jago bahasa Arab karena Duolingo,5
good,5
mimin tolong logo aplikasinya di ganti..,5
keren,5
"ini terlalu seru aku seperti bermain game,aku sampai ketagihan",5
rekomend bangett buat yang mau belajar bahasa asing 👍👍,5
"aplikasi nya bagus buat belajar, dan belajar tidak bosan juga, tapi kalo bolos saya minta maaf soalnya saya ada sekolah juga pulang sore😅",5
gg jadi bisa bahasa inggris,5
cintaaaaa sama duolingo 💋💋💋,5
trash apps. Fix this Now. Declined this app from playstore.,1
Apk ini sangat bagus buat pemula !,5
"bagus, ningkatin kemampuan dalam belajar bahasa asing",5
Ternyata belajar di duolingo sama seru nya ya seperti di sekolah tapi ini versi lebih lengkap bahasa nya aku suka aplikasi ini 😄😄😄😄,5
"ini sangat berguna untuk saya yang ingin belajar bahasa Jepang dari awal dan ini sangat menyenangkan , mudah dipahami, dipelajari, bahkan untuk orang yang pertama kali menggunakan Duolingo",5
"Duolingo nya budeg , udah ngomong sesuai malah disalahin",2
SERU,5
Dapat membantu untuk meningkatkan bahasa inggris,5
huishh .... why is the icon image so scary ☠️,5
duolingo itu kayak les tapi gratis pokok nya bagus dehh,5
itu bener matany ad 3,3
"aku jadi lancar mengenal bahasa asing, bagus bgt",4
aplikasi ini sangat membantu saya belajar saya memilih apk ini karena dia termasuk aplikasi yang walau ada berlangganan nya tetapi kita tetap bisa menggunakan nya tanpa harus berlangganan. Terimakasih untuk developer nya yang telah membuat aplikasi ini sangat membantu semua orang 🩷🩷,5
Alhamdulillah sangat membantu dalam belajar bahasa,5
"sangat bagusss, terlebih dengan karakter dan pembelajaran yg asik.",5
"aplikasinya bagus banget, bisa belajar bahasa, sampe matematika, saya sangat terbantu dengan ada nya aplikasi ini, terimakasih Duo!",5
CPT di pahami,5
"Lumayan, tunggu aku sampai!",4
"bisa gak sih, sediakan mode offline juga, soalnya sayang streak nya kalo lagi gak ada internet, kalo offline sampai 3 hari masih bisa lanjut, seterusnya hancur streak nya",4
saya sangat suka karena bisa mempelajari bahasa lain,5
gk bisa berkata-kata seru bagus,5
Mirip Game Buat Belajar Tapi Emang Sih..... Bagus,5
Sangat membantu,5
bagus,5
nice to join this duolingo so can't wait next chapt,5
ok,5
membantu,5
kerennn,5
aku jadi bisa bahasa Inggris makasih duolinggo,5
sangat bagus,5
"game ini sangat bermanfaat & bagus Jangan lupa untuk download game ini! Kalian bisa belajar sambil bermain dengan seru di game ini Ayo buruan download game ini, kalian bisa belajar bahasa yang kalian inginkan",5
bagus,5
"app yang seru buat belajar bahasa, musik, matematika dan cepat hafal nya.seru dan cocok untuk yang pemula baru belajar bahasa asing dan pelajaran lainya juga sama"" seru jadi gak bikin bosen dan dapat ilmu",5
aplikasi berbayar di tambah iklan banyak banget jadi males belajar di aplikasi ini,3
Ini aplikasi membantu banget.. Nilai bahasa inggris ku jadi meningkat. juga kosakata asing yang aku gak tau jadi tau dan memahami. Selain bahasa inggris banyak juga bahasa lain yang bisa di pelajari.. pokoknya bagus bangett. Btw aplikasi ini itu rekomendasi dari guru bahasa inggrisku. dulunya gak tau aplikasi ini tapi sekarang jadi tau.. Thank you....✨✨,5
mudah kan saya,5
"karena aplikasi ini saya bisa berbahasa Belanda dengan lancar, terimakasih Duolingo :D",5
sangat bagus buat aku lebih suka dan aku lumayan bisa bahasa Inggris,5
berguna sih tapi bisa gak dikurangi biaya Duolingo supernya? tapi lumayan bagus jadi... BINTANG 5! 5! 5! 5! 5! 5! 5! 5,5
the best,4
ini bagus untuk yg kurang tau BHS inggris dan ini bermanfaat sekali untuk anak anak👍🏻,5
enak buat anak dan dewasa belajar,5
aku bisa bahasa Inggris sekarang jadi ku rating 5 bintang soal nya aku suka bahasa Inggris,5
"sangat bagus sekali, buat wawasan bahasa inggris sangat mendalam.",5
seru,5
keren apk nya,5
sangat baguss 🌷❤️‍🩹💗,5
sangat sangat puas cepat banget hafal nya,5
aku bisa belajar bahasa Inggris karena aplikasi ini,4
aplikasinya bagus sekali aku sangat suka,5
"very good, i really like it",5
MEMBANTU BANGETT! seru juga dalam belajar! bikin ketagihan!,5
bisa bikin kita luas lagi dengan bahasa Inggris,5
sangat bermanfaat,3
ini sangat membantu untuk belajar bahasa inggris 😆,5
Udah 30 hari lebih make lumayan juga,5
"berguna banget,,makasih duo udah ajarin aku bnyk kosakata",5
seruu bangettt dijamin pliss,5
"parah bgt bug nya. stok hati cuma ada 5, biasaya kalo habis terus nonton video bisa nambah stoknya tapi ini sama sekali ga bisa. belajar belum ada 15 menit udh error duluan, gimana mau belajar kalo cuma ada 5 kesempatan, saat kesempatan habis kita susah buat restock hati, lagi semangat² nya malah jd ga mood.",1
sangat seru! aku jadi lebih tau berbagai kata kata Inggris.,5
"Semua sudah bagus termasuk fitur²nya, cuman saya mau komplain kalau seringnya ketika kita update tidak sepenuhnya kita punya fitur yang terbaru terkadang di hp saya tidak masuk fiturnya dan di hp lain masuk. Dan mungkin bisa di update kedepannya untuk menambahkan soundeffect yang lebih menarik termasuk juga menambahkan warna setiap unit dengan warna yang lebih kalem dan berfariasi agar tidak bosan dengan tampilan sebelumnya.",5
"the photo of this app is very creepy, there are 3 very sore eyes like looking at me and wanting to shred their prey",1
karena aku bisa matematika karena duolingo keren sekali terima kasih duolingo 🤝🤝👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 saya senang 😊aku sekarang bisa karna kalian mengajariku matematika🤭💯💯💯💯💯💯💯💯💯💯💯💯💯💯👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
sagatttt bagus,5
good bagus me sudah belajar laaggue english dari aplikasi duolingo thanks duolingo me love you,5
"langsung hapus lagi gara gara gambar nya, gak jelas banget ngeri",1
Sangat luar biasa!,5
"aku terpaksa hapus karena makin lama di pakai makin menyesatkan, menormalisasikan LGBT ini terbaru lagi profil dengan mata tiga.yg punya apk mungkin sedikit stres",1
aplikasi ini sangat arti bagi saya,5
sangat sangat membantu untuk pemula yang mau belajar berbahasa English,5
bagus untuk belajar semua bahasa,5
aplikasi ini sangat membantu. untuk yang mau belajar bahasa dengan sungguh sungguh,5
"perfectoo tingkat kan lagi, tambahin fitur baru jga dong minn😋😋",5
keren,4
doulingo bantu aku untuk bisa belajar bahasa Inggris dan tidak ada iklan👍✨,5
sangat baik untuk belajar matematika dan bahasa bahasa,5
good aplication,5
sangat membantu belajar dalam berbagai bahasa saya sangat suka sekali dengan Duolingo yang sudah mengajar bahasa Inggris jadi saya kasih bintang 5 karena bagus sekali 🤩🤩🤩🌺🌺🌺,5
sangat membantu untuk belajar BHS inggris,5
"apk bagus, seru, belajar hal baru. minus banyak iklannya karena ini online,aku saranin iklannya mohon dikurangkan. but, it's okay pokonya best deh, ku rating 5 bintang😆",4
aplikasi belajar yang mudah dan dapat dimengerti,5
wowww ini sangat bagus tpii ak gk suka kalau hatinya suka habis apa lgi hatinya hanya 5 😔🙏🏻,4
indah sekali,5
"aplikasinya bagu, dan seru banget, kalo bisa tambahkan fitur duel dengan teman agar lebih seru",5
"saya suka Duolingo, dia mengajarkan saya, senang mengetahui bahasa Inggris, berhari-hari aku terus latihan sampai berhasil dan saya akan ke Jepang kalau saya sudah benar-benar hafal bahasa Inggris nya. 👍😉",5
Nice🗿👍🏻,4
saya bisa belajar dengan aplikasi ini saya bisa belajar dengan tenang dan saya bisa belajar setiap hari ini dan saya bisa belajar terus-terusan Terima kasih yang kasih saya aplikasi ini,5
"keren banget, sangat membantu",5
saya mendapatkan pelajaran yang layak,4
"seruu, belajar bahasa jadi lebih gampang",5
ini sangat bagus saya menyukainya,5
"kok bisa di dalam pembelajaran bagian dialog ada cewek pacaran sama cewek? jujur kaget, ini menyimpang",2
Permainan yang bagus.,5
menyenangkan,5
pada bagian pendatang 1 di bagian cerita big family mengandung unsur LGBT,1
baguss buat belajar anak anak,5
bagus untuk belajar,5
duolingo is very good aplication😘,5
gacor setan,5
sangat membantu saya untuk belajar,5
"aplikasi terbaik buat belajar bahasa apa aja, pokonya best deh ni apk, wajib download sihh",5
mantap lur,5
"sangat mudah dipahami, yang penting masih bisa belajar tanpa harus berbayar",5
karna bisa meningkat kan pelajaran,5
awalnya bagus dan suka tp krn harus berbayar jd dikit ragu,4
aplikasinya bagus untuk yg mau bljr b.inggris,4
aku suka sama aplikasi nya tapi mau nanya kok matanya tiga biar apa yaa,4
wahhh anjirr makasih bangg mantap bang👍🏻,5
seruuuu wajib coba,5
"it's a good app, you can learn any Laugenge from this app for free!",5
tolong kasi pertanyaan yg lebih susah,1
bagus buat pemula,5
"hi , thank you",5
sangat membantu,5
"sumpil ter sumpil sumpil sampe aku jungkir balik , awalanya aku gatau , tapi gatau , pas aku coba , seru bgtt , soalnya trlu gampang sih , keluarin yang buat ulangan kelas 4 dng",5
"apk rusak,ga bisa diakses",1
aplikasi ini sangat membantu,5
bagus,4
"dulu aku sudah lebih dari sebulan belajar di duolingo,tapi di liga, aku selalu di antara liga safir dan liga Rubi,tapi karena aku makin lama makin lalai, akhirnya, suatu hari,runtunanku ke 0 lagi,dan akhirnya aku hapus. malas pembeku runtunannya cuma 2,tapi,hehe....",5
insyaallah bermanfaat,4
sangat berguna banget,5
"aplikasinya bagus dan seru untuk belajar, terutama para pemula. tapi sedikit disayangkan, hanya bisa memilih satu pelajaran bahasa saja, saya sebenarnya juga ingin mempelajari Jepang/Korea. Saya harap bisa memilih setidaknya dua bahasa atau memiliki opsional untuk bahasa yg ingin dipelajari di hari itu juga. Tapi sejauh ini sudah bagus dan menarik! pelajaran bahasa jadi lebih menyenangkan💕😍",4
aplikasi ini membuat kita belajar bahasa Inggris menjadi lebih mudah,5
cocok untung mengisi waktu luang dengan aplikasi yang bermanfaat 🤝,5
"saya sngt suka dengan aplikasi ini, dengan ini kita bisa belajar bahasa dari negara manapun dengan mudah. semangat terus yah doulingo❤🤗",5
sangat menyenangkan!!!,5
very good because there is a lot of useful material thank you yeah,5
"bagus banget plisss, saya pintar bahasa jerman karna aplikasi ini, und walaupun membayar tapi, ini setara dengan niat yang kita inginkan jika betul"" ingin belajar bahasa",5
"kereeennnn, terbaikk duolingo",5
mudah di mengerti bagi pemula. mantap👍👍👍,5
aku mulai mengerti bahasa inggris karena aplikasi Duolingo,1
"aplikasi ini sangat membantu untuk belajar secara online, terimakasih.",5
seruuu,5
seru bayus,5
mudah paham thanks,5
"suka maskot nya, imutt😻💅",5
sangat bagus dan bahasa inggris nya detail aku suka bangett fix aku bakal terus main ini sihh😗😗,5
sangat bagus,5
"aplikasi nya sangat bagus ,mudah di pahami ,dan cepat mempelajari berbagai bahasa terutama bahasa Inggris 👍👍😘",5
sangat bagus aplikasi ini untuk belajar bahasa Inggris,5
baik menyenangkan💕😍💕😍💕😍💕😍 saya suka,5
keren bgt aplikasi nya,5
"overall good, and the learning is really fun, there are many targets to be completed, it feels like playing a game even though it's learning. 5 stars for duolingo ⭐⭐⭐⭐⭐",5
bagus banget 👍🏻👍🏻👍🏻👍🏻👍🏻,5
game ini aku suka game ini aku bisa belajar ingris,5
bagus bangat.fisk kalian harus cobain,5
"Bug revil nya benerin lah, Nyawa abis mau revil susah bgt, close mulu",3
sangat membantu,5
"bagus sekali untuk belajar bahasa asing, apalagi aplikasi nya gratis",5
sangat seru sekali dan kita bisa mengetahui bahasa inggris lainnya,5
seruuu,5
aplikasinya sangat membantu untuk yang mau belajar bahasa,5
ini pas kusus yg aku belum lancar bahasa Inggris sekarang bisa bahasa Inggris,5
Membuat Aku Jadi Lebih Semangat Belajar Bahasa Inggris,5
lumayan bagus untuk belajar anak saya,5
ku kesel karna nyawa ku cpt habis dan reruntuhan ku jadi pecah cumn krna lope² ku hbis huaaaaaa,1
suka banget tambah ketagihan aku,5
bagus banget,5
app ini bgus buat beljr bhs yg km mau,5
"duolingo, logonya jadi aneh begitu, matanya jadi 3",5
bagus sekali aplikasi ini sungguh menyenangkan💕😍,5
bagus banget!!! aku jadi bisa bahasa inggris mana seru lagi bagus banget!!!!,5
seru bgt bisa ambil ilmu,5
sangat bagus. dan mudah dimengerti 👍🏻👍🏻👍🏻👍🏻🔥 pertahanankan 😉,2
"Aku sangat suka aplikasi Duolingo ini. Baru awal bermain aku langsung sudah kejar-kejaran posisi pertama Liga Perunggu. Baru saja main, aku sudah saling gantian posisi pertama beberapa kali sama seseorang yang sudah bermain gamenya 2 hari. Saat aku mengetik ini, aku masih di posisi pertama Liga Perunggu dan dia masih di posisi kedua.",5
Kalian wajib mencobanya,5
"Masukin bahasa Iran/ Persia dong, min 👍",5
great app,5
"belajar berasa main game, interaktif dan kreatif",5
bagus,5
mantap👍,5
hebat,5
"sukses selalu,somoga lebih banyak pengembangan lagi",5
"favorit banget sama ni aplikasi, sangat2 membantu sekali❤❤❤",5
tolong bantu saya mengucapkan inggris dengan benar,4
sangatt membantuu,5
good,5
fell off,1
kerenn,5
membantu orang lain untuk belajar bahasa inggris,5
"Bagus nih aplikasi. Aku dah lama banget pake aplikasi ini, sejak tahun 2015 belajar 34 kursus. Mantap deh... Thanks...",5
bagus buat yang listening and speaking nya. bagus semua deh pokoknya.,5
very helpful,5
loh ini mata duolingonya emng tiga atau gmn?,5
bagus,5
oky,5
"kok banyak pertanyaan yang kata nya kebalik ya,kalo misal yang benar-benar gk tau pasti banyak salah,apalagi kalo salah hati/kesempatan nya dikurangi.. tolong diperhatikan lagi.",3
bagus dan enggak banyak iklan,5
aneh ada soal tntng gay.,3
"UI menyenangkan, dan mudah dipelajari",5
"I like Duolingo, Makasih❤️",5
"iklan nya mengganggu dan itu kadang membuat jadi malas, dan untuk ❤️(5) harus nya bisa lebih banyak lagi supaya worth it untuk isi ulang lagi",2
saya sangat puas dan ini bantu kosa kata awal saya belajar Terima kasih Duolingo sudah meluangkan waktu dan bantu saya sebagai pemula untuk belajar bahasa Inggris,5
seruuuuu dan buat mengerti,4
Bagus untuk belajar bahasa asing,5
duolingo support lgbt ajg,2
banyak iklann,3
good app,5
ini aplikasi bagus gila Dan gratis hati tak terbatas terus bisa 1 minggu lagi kalo Ada bintang 10 mah beuhh aku bintang 10 buat ni aplikasi 😆,5
good,5
"sebenernya ini aplikasi bagus untuk belajar bahasa, saya sangat senang dengan aplikasi ini, tapi ada hal-hal yg berbau LGBT membuat saya jadi memberikan bintang 1, sayang sekali kenapa harus ada unsur tersebut, saya seorang muslim tidak mentoreril penyimpangan. maaf saya uninstall aplikasinya",1
"sangat bagus untuk pemula, berharap harga subscribtion nya lebih terjangkau 🥲",5
bagus hebat,4
pelajaran tapi ini beda seru,4
jgan dwload lihat foto aplikasinya mata 3 kayak dajjalll😱😱😱,1
bagus aku bisa ngerti Inggris🗿🤞🏻,5
saya sudah lancar berbahasa negara lain,5
harus nya di tinjau lagi kalau buat logo aplikasi nya masa burung hantu mata nya 3?kaya aneh aja gitu kalau anak anak instal apalagi ini modelan aplikasi untuk belajar loh . .saran sih burung hantu hijau nya jangan pake mata tiga pake aja dua.. terimakasih,4
Ajg.... Malah jadi mata tiga ikon apk nya🤣,1
sangat bagus aplikasinya,5
"ini sangat bagus, saya jadi bisa bahasa portugis",5
"I've try so hard to pronounce between ""seal"" and ""zeal"" everytime and still wrong.",3
hmm bagus,3
Duolingo is best,5
sangat senang,5
Aplikasi ini sangat cocok untuk saya. Terimakasih Duolingo...,5
"keren coeg, lopyu beb,",5
too much intrusive ads!,2
tolong tambahkan kursus german jepang korea china untuk orang Indonesia oiya tolong tambahin arab juga,5
sangat bagus,5
sangat bagus dan bikin anak saya makin pintar,5
sangat seru metode pembelajarannya,5
sangat membantu untuk pemula yang mau belajar bahasa inggris🥰,5
baguusss,4
"bagus bgt sukaaa,tmbh pedee tp klo bisa agak susah ya ngasi soalnya🤭🤭🤎🤎",5
cocok untuk yang ingin memulai belajar bahasa,5
ada fitur yg harus bayar dulu jadinya sedikit ga suka,4
"sangat sangat suka ,metode pembelajaran mudah di pahami dan gak membuat bosan",5
logonya aneh bgt!! jadi males download,1
sangat bermanfaat untuk mempelajari bahasa didunia secara mudah dan praktis,5
ini sangat bermanfaat 👌👌❤,4
sangat menghibur bagiku,5
bagus,4
apk nya bagus tapi aku tidak tau cara ganti mata pelajarannya gimana,5
